FECHA,TEMPORALIDAD,PRECIO SUCIO,RENDIMIENTO,TIPO VALOR
28/04/2021,10800,10.489761,10.489761,CURVA
29/04/2021,10800,10.563138,10.563138,CURVA
30/04/2021,10800,10.372669,10.372669,CURVA
03/05/2021,10800,10.331539,10.331539,CURVA
04/05/2021,10800,10.263573,10.263573,CURVA
05/05/2021,10800,10.173453,10.173453,CURVA
06/05/2021,10800,10.14366,10.14366,CURVA
07/05/2021,10800,9.98077,9.98077,CURVA
10/05/2021,10800,9.790571,9.790571,CURVA
11/05/2021,10800,9.835729,9.835729,CURVA
12/05/2021,10800,10.168544,10.168544,CURVA
13/05/2021,10800,10.114269,10.114269,CURVA
14/05/2021,10800,10.125683,10.125683,CURVA
17/05/2021,10800,10.095286,10.095286,CURVA
18/05/2021,10800,10.052297,10.052297,CURVA
19/05/2021,10800,10.235137,10.235137,CURVA
20/05/2021,10800,10.031376,10.031376,CURVA
21/05/2021,10800,10.078369,10.078369,CURVA
24/05/2021,10800,10.081067,10.081067,CURVA
25/05/2021,10800,10.017376,10.017376,CURVA
26/05/2021,10800,9.855801,9.855801,CURVA
27/05/2021,10800,9.920104,9.920104,CURVA
28/05/2021,10800,9.716895,9.716895,CURVA
31/05/2021,10800,9.72394,9.72394,CURVA
